GI,count,cumsum
0.1267106842737095,1,5062
0.12671224489795918,4,5066
0.12673469387755104,1,5067
0.1267503401360544,1,5068
0.12744897959183674,1,5069
0.12755102040816327,5,5074
0.12764705882352942,1,5075
0.12785114045618248,2,5077
0.12791020408163267,1,5078
0.12830226090436175,1,5079
0.12845714285714288,1,5080
0.12849435774309725,1,5081
0.12882448979591837,1,5082
0.12882653061224492,1,5083
0.12902244897959184,1,5084
0.12902857142857144,1,5085
0.12930816326530614,2,5087
0.12941176470588237,10,5097
0.12943061224489796,1,5098
0.12959183673469388,1,5099
0.1296,126,5225
0.12983193277310923,1,5226
0.13021764705882352,3,5229
0.13064625850340136,1,5230
0.13075294117647057,2,5232
0.13081632653061223,2,5234
0.1308549819927971,1,5235
0.1310285714285714,1,5236
0.1312608643457383,2,5238
0.13163265306122449,1,5239
0.13198095238095237,1,5240
0.132037725090036,1,5241
0.13249999999999998,1,5242
0.1326530612244898,8,5250
0.13270408163265304,2,5252
0.132962181272509,1,5253
0.13301224489795918,1,5254
0.13308823529411765,1,5255
0.1334095238095238,1,5256
0.13388571428571427,1,5257
0.13411764705882354,2,5259
0.13452244897959184,1,5260
0.13453265306122447,1,5261
0.13470204081632653,1,5262
0.13483809523809523,1,5263
0.13493397358943576,1,5264
0.13512040816326532,1,5265
0.13517006802721088,1,5266
0.13535570228091237,1,5267
0.13553721488595435,1,5268
0.13593673469387754,1,5269
0.13600816326530615,1,5270
0.13649459783913565,2,5272
0.1369,154,5426
0.13694965986394558,1,5427
0.13726290516206482,1,5428
0.13741496598639458,1,5429
0.13761428571428572,1,5430
0.1377551020408163,4,5434
0.13780612244897958,1,5435
0.13805522208883553,1,5436
0.13811428571428572,1,5437
0.13818823529411767,1,5438
0.13821764705882353,2,5440
0.13831968787515006,1,5441
0.13856666666666667,1,5442
0.1388047619047619,1,5443
0.1389407963185274,1,5444
0.13902857142857145,3,5447
0.13908163265306123,2,5449
0.1391294117647059,1,5450
0.13928095238095237,1,5451
0.1395122448979592,2,5453
0.13962448979591838,1,5454
0.13980408163265307,2,5456
0.13995294117647059,1,5457
0.14,1,5458
0.14022244897959182,1,5459
0.1407095238095238,1,5460
0.14082857142857141,1,5461
0.1410204081632653,4,5465
0.14111020408163266,1,5466
0.1411764705882353,23,5489
0.1413047619047619,1,5490
0.1420183673469388,1,5491
0.14251764705882353,2,5493
0.14282376950780312,1,5494
0.14285714285714285,10,5504
0.14290816326530612,1,5505
0.1429235294117647,1,5506
0.14309047619047618,1,5507
0.14315726290516206,1,5508
0.14321632653061225,4,5512
0.14324705882352942,1,5513
0.14324727891156463,1,5514
0.14332857142857142,1,5515
0.14340012004801922,1,5516
0.14348823529411764,1,5517
0.14364129651860744,1,5518
0.14413061224489798,1,5519
0.14413265306122447,1,5520
0.14432857142857142,1,5521
0.14433469387755102,1,5522
0.1444,124,5646
0.14450980392156862,1,5647
0.1445190476190476,1,5648
0.14466986794717887,1,5649
0.14473673469387754,2,5651
0.14490612244897957,1,5652
0.14532448979591836,1,5653
0.14533405522208884,1,5654
0.14535238095238096,1,5655
0.14551334093637455,1,5656
0.14619047619047618,1,5657
0.1462122448979592,3,5660
0.14654705882352942,1,5661
0.14701764705882353,1,5662
0.14710408163265307,4,5666
0.1471188475390156,1,5667
0.14712040816326533,2,5669
0.14738095238095236,1,5670
0.14795918367346939,4,5674
0.1482593037214886,2,5676
0.14834489795918368,1,5677
0.14868571428571428,2,5679
0.1488235294117647,1,5680
0.14945882352941176,1,5681
0.14963809523809524,1,5682
0.14971632653061226,1,5683
0.14982857142857142,1,5684
0.15,2,5686
0.1500081632653061,5,5691
0.15004705882352942,1,5692
0.15036110444177672,1,5693
0.1504265306122449,1,5694
0.15051416566626652,1,5695
0.1505904761904762,1,5696
0.15069727891156462,1,5697
0.15122448979591835,3,5700
0.15131428571428573,1,5701
0.1517176470588235,1,5702
0.15191176470588236,1,5703
0.15192172869147658,1,5704
0.1521,139,5843
0.15222088835534214,1,5844
0.15275965026010407,1,5845
0.15294117647058825,6,5851
0.15306122448979592,9,5860
0.15311224489795916,2,5862
0.1534204081632653,3,5865
0.15352857142857143,1,5866
0.1540816326530612,1,5867
0.15433469387755103,1,5868
0.15460408163265307,2,5870
0.15468823529411763,2,5872
0.1548183673469388,1,5873
0.15484897959183674,1,5874
0.1551952380952381,1,5875
0.15519843937575029,1,5876
0.15523853541416566,1,5877
0.1553421368547419,1,5878
0.1560608643457383,1,5879
0.1561,1,5880
0.15623445378151257,2,5882
0.15626494597839136,1,5883
0.1563857142857143,1,5884
0.15639455782312925,2,5886
0.15641632653061227,1,5887
0.15661764705882353,1,5888
0.15686974789915967,1,5889
0.1569027611044418,1,5890
0.15714285714285714,1,5891
0.15732448979591837,2,5893
0.15774909963985595,1,5894
0.1578231292517007,2,5896
0.15816326530612246,1,5897
0.1582142857142857,1,5898
0.15852857142857144,1,5899
0.15876666666666667,2,5901
0.1588235294117647,2,5903
0.15943673469387756,1,5904
0.15972789115646258,1,5905
0.1599204081632653,1,5906
0.16000000000000003,139,6045
0.16021224489795918,2,6047
0.160221768707483,1,6048
0.16025272108843538,1,6049
0.16073853541416566,1,6050
0.16085498199279713,1,6051
0.16142857142857142,1,6052
0.16142857142857145,1,6053
0.1615530612244898,1,6054
0.1615846338535414,2,6056
0.16166386554621848,1,6057
0.16171764705882352,3,6060
0.1617470588235294,3,6063
0.16184909963985594,1,6064
0.16230408163265309,1,6065
0.1623298919567827,1,6066
0.1624265306122449,2,6068
0.1628571428571429,2,6070
0.1629761904761905,1,6071
0.16310096998799523,1,6072
0.16326530612244897,7,6079
0.1632734693877551,1,6080
0.16331632653061223,4,6084
0.16356542617046818,1,6085
0.16367647058823528,1,6086
0.16404761904761908,1,6087
0.16440476190476194,1,6088
0.16470588235294117,20,6108
0.16473673469387756,1,6109
0.16480816326530612,1,6110
0.1653142857142857,2,6112
0.1654761904761905,1,6113
0.16594621848739496,1,6114
0.1660470588235294,1,6115
0.16653061224489796,1,6116
0.1665549819927971,1,6117
0.16662040816326534,3,6120
0.16668823529411764,1,6121
0.16701764705882355,1,6122
0.16711636654661866,1,6123
0.16732376950780314,1,6124
0.16742581032412968,1,6125
0.16751224489795918,1,6126
0.1675278511404562,1,6127
0.16752857142857142,2,6129
0.1680392156862745,1,6130
0.16809999999999997,131,6261
0.16827731092436973,1,6262
0.16830588235294117,1,6263
0.1683673469387755,3,6266
0.16841836734693877,1,6267
0.16866746698679472,1,6268
0.16873949579831934,1,6269
0.16905238095238093,1,6270
0.1690876350540216,1,6271
0.16938775510204082,1,6272
0.1696408163265306,1,6273
0.16976666666666665,1,6274
0.1700764705882353,1,6275
0.17012448979591838,1,6276
0.1702040816326531,3,6279
0.1702280912364946,1,6280
0.17023673469387757,1,6281
0.17041632653061223,1,6282
0.1704840912364946,1,6283
0.1706482593037215,1,6284
0.17095714285714284,2,6286
0.17105726290516207,1,6287
0.17137959183673468,1,6288
0.1714333333333333,1,6289
0.17172244897959185,1,6290
0.1719095238095238,2,6292
0.17250816326530613,1,6293
0.17251764705882355,1,6294
0.17262683073229293,1,6295
0.17298823529411766,1,6296
0.1732020408163265,1,6297
0.17346938775510204,6,6303
0.17351176470588237,1,6304
0.1735204081632653,1,6305
0.1736785114045618,1,6306
0.17382857142857144,1,6307
0.1750122448979592,3,6310
0.1752265306122449,1,6311
0.17524705882352942,1,6312
0.17534909963985595,1,6313
0.17565522208883555,1,6314
0.17571904761904758,1,6315
0.17578125250100038,1,6316
0.17593673469387755,1,6317
0.17639999999999997,115,6432
0.17647058823529413,8,6440
0.176534300120048,1,6441
0.17673469387755103,1,6442
0.1767608643457383,1,6443
0.17680272108843537,1,6444
0.1768244897959184,1,6445
0.17731092436974788,1,6446
0.17759047619047616,1,6447
0.17761020408163267,1,6448
0.1776340136054422,1,6449
0.17771632653061223,3,6452
0.17775510204081632,1,6453
0.17818571428571425,1,6454
0.1782032412965186,1,6455
0.17821764705882354,1,6456
0.17830408163265304,3,6459
0.17830476190476188,1,6460
0.17842380952380948,1,6461
0.17857142857142858,1,6462
0.1786224489795918,1,6463
0.17893193277310926,1,6464
0.17918367346938777,1,6465
0.17925714285714284,4,6469
0.17927154861944777,1,6470
0.1795902761104442,1,6471
0.18011428571428573,2,6473
0.18014285714285716,1,6474
0.1802095238095238,1,6475
0.18040816326530615,2,6477
0.18043217286914767,1,6478
0.18044761904761902,1,6479
0.18055522208883554,1,6480
0.1806204081632653,3,6483
0.18085234093637453,1,6484
0.18139999999999998,1,6485
0.18157262905162067,1,6486
0.18192653061224492,1,6487
0.18209279711884752,1,6488
0.18221779711884753,1,6489
0.18251584633853543,1,6490
0.1826612244897959,1,6491
0.1827122448979592,2,6493
0.18272891156462587,1,6494
0.18283469387755102,1,6495
0.18340612244897955,2,6497
0.1836734693877551,2,6499
0.18372448979591835,3,6502
0.18395882352941176,1,6503
0.1840326530612245,1,6504
0.18411764705882352,1,6505
0.18414264705882352,1,6506
0.18428235294117648,1,6507
0.18442376950780312,1,6508
0.1845032412965186,1,6509
0.18462088835534213,1,6510
0.18489999999999998,116,6626
0.1851140456182473,2,6628
0.18521632653061224,3,6631
0.18532749099639856,1,6632
0.185365306122449,1,6633
0.18537851140456182,1,6634
0.18551020408163268,1,6635
0.18585238095238094,1,6636
0.18595438175270107,1,6637
0.18618823529411765,3,6640
0.18620272108843539,1,6641
0.1862902761104442,1,6642
0.1863265306122449,2,6644
0.18656666666666666,1,6645
0.18660408163265305,2,6647
0.1866266506602641,1,6648
0.1867687074829932,1,6649
0.1868047619047619,1,6650
0.1868515006002401,1,6651
0.18702857142857143,1,6652
0.18704285714285712,1,6653
0.18740996398559423,1,6654
0.18775714285714284,1,6655
0.1878142857142857,1,6656
0.18786938775510204,1,6657
0.1879204081632653,1,6658
0.18792993197278912,1,6659
0.1882333333333333,1,6660
0.18823529411764706,15,6675
0.1885081632653061,1,6676
0.18877551020408162,1,6677
0.18904117647058824,1,6678
0.18907563025210083,1,6679
0.18967851140456182,1,6680
0.18978095238095236,1,6681
0.19004897959183675,1,6682
0.19021764705882355,3,6685
0.19022108843537416,1,6686
0.19031836734693877,1,6687
0.1905326530612245,2,6689
0.1905470588235294,1,6690
0.19061224489795922,3,6693
0.19063625450180072,1,6694
0.19064489795918368,1,6695
0.19105726290516206,2,6697
0.1911783513405362,1,6698
0.19124285714285713,1,6699
0.19166110444177673,1,6700
0.1917139255702281,1,6701
0.1917687074829932,1,6702
0.19180672268907561,1,6703
0.1918877551020408,1,6704
0.1920138055222089,1,6705
0.19208010204081633,1,6706
0.19213061224489797,1,6707
0.1921968787515006,1,6708
0.19222789115646258,1,6709
0.1926528611444578,1,6710
0.19302244897959184,1,6711
0.19303721488595438,1,6712
0.19359843937575028,1,6713
0.1936,88,6801
0.19360588235294118,1,6802
0.19407619047619046,1,6803
0.1940764705882353,2,6805
0.19417767106842737,1,6806
0.19423673469387756,1,6807
0.1943825930372149,1,6808
0.1950285714285714,1,6809
0.19504895958383353,1,6810
0.19526666666666667,1,6811
0.19531812725090036,1,6812
0.19532683913565427,1,6813
0.19534897959183672,1,6814
0.1954204081632653,3,6817
0.19563469387755103,1,6818
0.1957330532212885,1,6819
0.19598095238095237,2,6821
0.1960470588235294,3,6824
0.19615846338535414,1,6825
0.19625114045618247,1,6826
0.19634489795918367,1,6827
0.19651764705882352,2,6829
0.19672172869147658,1,6830
0.19673469387755102,1,6831
0.19692193877551023,1,6832
0.19693333333333332,1,6833
0.1969768307322929,1,6834
0.19711380552220892,1,6835
0.19812448979591835,2,6837
0.19812925170068024,1,6838
0.19813639455782311,1,6839
0.19814081632653063,1,6840
0.1986,1,6841
0.19870204081632653,1,6842
0.19871224489795916,1,6843
0.19877647058823528,1,6844
0.1989795918367347,2,6846
0.19913361344537814,1,6847
0.1996407118847539,1,6848
0.19979047619047619,1,6849
0.2,9,6858
0.20018823529411764,1,6859
0.20044397759103644,1,6860
0.20045102040816326,1,6861
0.20052244897959184,1,6862
0.20073673469387757,2,6864
0.2007577430972389,1,6865
0.20081632653061227,1,6866
0.20127717086834734,1,6867
0.2016952380952381,1,6868
0.2017470588235294,2,6870
0.2019001200480192,1,6871
0.20190476190476192,1,6872
0.20191020408163263,1,6873
0.20205318127250899,1,6874
0.2023465986394558,1,6875
0.2024673469387755,1,6876
0.2025,104,6980
0.20301764705882352,3,6983
0.20317070828331332,1,6984
0.20322653061224488,1,6985
0.20345238095238097,1,6986
0.20371456582633052,1,6987
0.20384153661464585,1,6988
0.20408163265306123,3,6991
0.20408463385354142,1,6992
0.20413265306122447,1,6993
0.2041666666666667,1,6994
0.20438175270108044,1,6995
0.20441508603441377,1,6996
0.20464285714285715,1,6997
0.20470588235294118,1,6998
0.20485294117647057,1,6999
0.2053081632653061,4,7003
0.2055530612244898,1,7004
0.2055952380952381,2,7006
0.20562448979591835,2,7008
0.20583333333333334,1,7009
0.2059183673469388,1,7010
0.20598639455782314,1,7011
0.20613061224489795,1,7012
0.20616737695078033,1,7013
0.2061904761904762,1,7014
0.20639587835134054,1,7015
0.20642160864345738,1,7016
0.2066666666666667,1,7017
0.20673469387755103,1,7018
0.20701224489795916,2,7020
0.20702380952380953,2,7022
0.20730783313325332,1,7023
0.20743673469387758,2,7025
0.20744149659863947,1,7026
0.20748823529411764,1,7027
0.2076470588235294,1,7028
0.2079073229291717,1,7029
0.207953181272509,1,7030
0.20814261704681875,1,7031
0.2082442176870748,1,7032
0.20828235294117647,1,7033
0.20832857142857142,2,7035
0.2083673469387755,1,7036
0.20842941176470586,1,7037
0.20843541416566627,1,7038
0.20877647058823529,2,7040
0.20879255702280913,1,7041
0.20880588235294117,1,7042
0.208843537414966,1,7043
0.20918367346938777,1,7044
0.20971764705882356,1,7045
0.2101530612244898,1,7046
0.21048295318127255,1,7047
0.21053397358943582,1,7048
0.2105952380952381,1,7049
0.21062925170068028,1,7050
0.21073529411764705,1,7051
0.21074829931972788,1,7052
0.21084729891956783,1,7053
0.21092352941176473,1,7054
0.21123265306122446,1,7055
0.2116,81,7136
0.21176470588235294,17,7153
0.21255238095238096,1,7154
0.21260504201680672,1,7155
0.21270408163265309,1,7156
0.21302857142857143,1,7157
0.21310588235294117,1,7158
0.21313404201680672,1,7159
0.21330996398559424,1,7160
0.21343061224489795,1,7161
0.21350476190476192,1,7162
0.2140081632653061,4,7166
0.21401836734693874,1,7167
0.2140764705882353,1,7168
0.21425726290516206,2,7170
0.21428571428571427,3,7173
0.21433673469387754,1,7174
0.21442166626650663,1,7175
0.21445714285714287,1,7176
0.2148748343337335,1,7177
0.2152170868347339,1,7178
0.21539639855942377,1,7179
0.21544117647058825,1,7180
0.2154966386554622,1,7181
0.21551224489795917,1,7182
0.21572629051620648,1,7183
0.21574295718287315,1,7184
0.21575714285714287,1,7185
0.21604285714285715,1,7186
0.21612244897959187,2,7188
0.21612380952380952,1,7189
0.21624285714285715,1,7190
0.21660000000000001,1,7191
0.21660234093637454,1,7192
0.21661764705882353,1,7193
0.2166686674669868,1,7194
0.21671968787515006,1,7195
0.2168217286914766,1,7196
0.21685562665066027,1,7197
0.21692376950780312,1,7198
0.21802857142857143,1,7199
0.21842653061224493,1,7200
0.21854897959183672,1,7201
0.21912040816326528,1,7202
0.21916326530612243,1,7203
0.2193877551020408,2,7205
0.21967851140456185,1,7206
0.2196985894357743,1,7207
0.22004705882352943,2,7209
0.22030352140856344,1,7210
0.22030816326530614,1,7211
0.22089999999999999,85,7296
0.2212244897959184,1,7297
0.22143673469387753,1,7298
0.22176470588235295,1,7299
0.22180408163265308,2,7301
0.22185238095238094,1,7302
0.22238095238095237,1,7303
0.22250996398559425,1,7304
0.22268823529411766,1,7305
0.22269299719887956,1,7306
0.2228047619047619,1,7307
0.22288055222088834,1,7308
0.22290816326530613,1,7309
0.22319727891156463,1,7310
0.22331428571428574,1,7311
0.22352857142857144,1,7312
0.2235294117647059,7,7319
0.22371764705882352,1,7320
0.22375714285714285,1,7321
0.22421224489795918,2,7323
0.2242333333333333,1,7324
0.22426581632653061,1,7325
0.22447142857142854,1,7326
0.22448979591836735,4,7330
0.2245408163265306,1,7331
0.22477611044417767,1,7332
0.2250842737094838,1,7333
0.2254341736694678,1,7334
0.22555486194477792,1,7335
0.22568463385354143,1,7336
0.22571632653061222,1,7337
